O_id,D_id,flow
b65,b67,843
b65,c68,1177
b65,b69,1135
b65,b70,580
b65,c71,435
b65,c72,784
b65,c73,309
b65,c74,873
b65,c75,139
b65,c76,217
b65,c77,155
b65,c78,212
b65,c79,213
b65,c80,290
b65,c81,88
b65,c82,913
b65,c83,343
b65,c84,321
b65,c85,399
b65,a86,74
b65,a87,116
b65,a88,66
b65,c89,93
b65,c90,165
b65,a91,537
b65,c92,1918
b65,c93,925
b65,a94,825
b65,c95,101
b65,c96,137
b65,c97,101
b65,c98,106
b65,c99,371
b65,c100,379
b65,c101,370
b65,c102,373
b65,c103,539
b65,c104,189
b65,c105,37
b65,c106,57
b65,c107,57
b65,c108,34
b65,c109,27
b65,c110,39
b65,a111,53
b65,a112,231
b65,a113,471
b65,a114,0
b65,a115,25
b65,a116,540
b65,b117,1196
b65,b118,1777
b65,b119,262
b65,b120,162
b65,b121,1059
b65,b122,1530
b65,a123,126
b65,a124,222
b65,a125,128
b65,a126,103
b65,a127,88
b65,a128,353
b65,b129,1393
b65,b130,1979
b65,a131,52
b65,a132,58
b65,a133,71
b65,c134,52
b65,c135,41
b65,c136,107
b65,c137,35
b65,c138,155
b65,c139,73
b65,a140,500
b65,a141,465
b65,a142,392
b65,a143,307
b65,a144,536
b65,a145,410
b65,a146,472
b65,a147,34
b65,a148,0
b65,a149,784
b65,a150,573
b65,a151,137
b65,a152,220
b65,a153,210
b65,a154,300
b65,a155,74
b65,a156,56
b65,a157,626
b65,a158,343
b65,a159,692
b65,a160,526
b65,a161,900
b65,a162,1310
b65,a163,1228
b65,a164,503
b65,a165,455
b65,a166,861
b65,a167,539
b65,a168,1269
b65,a169,288
b65,a170,341
b65,a171,257
b65,a172,211
b65,a173,285
b65,a174,396
b65,a175,180
b65,a176,134
b65,a177,126
b65,a178,186
b65,a179,186
b65,a180,293
b65,a181,86
b65,a182,108
b65,a183,72
b65,a184,75
b65,a185,130
b65,a186,55
b65,a187,47
b65,b188,86
b65,c189,41
b65,c190,34
b65,c191,180
b65,c192,187
b65,b193,1385
b65,a194,535
b65,a195,266
b66,b67,1372
b66,c68,2500
b66,b69,2189
b66,b70,1991
b66,c71,1440
b66,c72,1765
b66,c73,342
b66,c74,1358
b66,c75,14
b66,c76,21
b66,c77,14
b66,c78,20
b66,c79,20
b66,c80,853
b66,c81,532
b66,c82,950
b66,c83,34
b66,c84,44
b66,c85,90
b66,a86,108
b66,a87,260
b66,a88,83
b66,c89,17
b66,c90,322
b66,a91,127
b66,c92,2177
b66,c93,712
b66,a94,2489
b66,c95,11
b66,c96,12
b66,c97,11
b66,c98,11
b66,c99,234
b66,c100,56
b66,c101,295
b66,c102,48
b66,c103,399
b66,c104,469
b66,c105,20
b66,c106,15
b66,c107,40
b66,c108,23
b66,c109,8
b66,c110,9
b66,a111,400
b66,a112,843
b66,a113,135
b66,a114,450
b66,a115,1938
b66,a116,128
b66,b117,56
b66,b118,677
b66,b119,422
b66,b120,0
b66,b121,0
b66,b122,711
b66,a123,129
b66,a124,366
b66,a125,82
b66,a126,138
b66,a127,59
b66,a128,1151
b66,b129,1771
b66,b130,207
b66,a131,31
b66,a132,31
b66,a133,40
b66,c134,72
b66,c135,38
b66,c136,228
b66,c137,32
b66,c138,421
b66,c139,149
b66,a140,124
b66,a141,125
b66,a142,106
b66,a143,103
b66,a144,127
b66,a145,108
b66,a146,107
b66,a147,38
b66,a148,0
b66,a149,1237
b66,a150,1224
b66,a151,64
b66,a152,84
b66,a153,139
b66,a154,177
b66,a155,47
b66,a156,34
b66,a157,14
b66,a158,21
b66,a159,0
b66,a160,51
b66,a161,0
b66,a162,128
b66,a163,0
b66,a164,255
b66,a165,380
b66,a166,385
b66,a167,113
b66,a168,979
b66,a169,115
b66,a170,126
b66,a171,117
b66,a172,118
b66,a173,133
b66,a174,133
b66,a175,88
b66,a176,66
b66,a177,63
b66,a178,90
b66,a179,87
b66,a180,119
b66,a181,48
b66,a182,58
b66,a183,41
b66,a184,45
b66,a185,73
b66,a186,30
b66,a187,40
b66,b188,176
b66,c189,55
b66,c190,5
b66,c191,10
b66,c192,8
b66,b193,2367
b66,a194,93
b66,a195,47
b67,c68,47
b67,b69,0
b67,b70,353
b67,c71,1063
b67,c72,413
b67,c73,219
b67,c74,88
b67,c75,333
b67,c76,301
b67,c77,181
b67,c78,257
b67,c79,259
b67,c80,800
b67,c81,995
b67,c82,956
b67,c83,337
b67,c84,527
b67,c85,489
b67,a86,931
b67,a87,807
b67,a88,931
b67,c89,540
b67,c90,612
b67,a91,324
b67,c92,60
b67,c93,829
b67,a94,0
b67,c95,289
b67,c96,190
b67,c97,301
b67,c98,291
b67,c99,436
b67,c100,283
b67,c101,323
b67,c102,392
b67,c103,561
b67,c104,593
b67,c105,467
b67,c106,511
b67,c107,581
b67,c108,460
b67,c109,333
b67,c110,381
b67,a111,548
b67,a112,379
b67,a113,333
b67,a114,858
b67,a115,523
b67,a116,382
b67,b117,144
b67,b118,42
b67,b119,1425
b67,b120,1137
b67,b121,357
b67,b122,0
b67,a123,796
b67,a124,360
b67,a125,848
b67,a126,842
b67,a127,928
b67,a128,386
b67,b129,0
b67,b130,1
b67,a131,659
b67,a132,536
b67,a133,671
b67,c134,628
b67,c135,532
b67,c136,765
b67,c137,505
b67,c138,914
b67,c139,770
b67,a140,595
b67,a141,874
b67,a142,359
b67,a143,501
b67,a144,477
b67,a145,345
b67,a146,565
b67,a147,760
b67,a148,1314
b67,a149,0
b67,a150,0
b67,a151,606
b67,a152,587
b67,a153,514
b67,a154,464
b67,a155,868
b67,a156,737
b67,a157,887
b67,a158,808
b67,a159,1347
b67,a160,905
b67,a161,1355
b67,a162,473
b67,a163,557
b67,a164,542
b67,a165,199
b67,a166,537
b67,a167,848
b67,a168,121
b67,a169,838
b67,a170,858
b67,a171,923
b67,a172,824
b67,a173,882
b67,a174,875
b67,a175,807
b67,a176,667
b67,a177,763
b67,a178,868
b67,a179,808
b67,a180,916
b67,a181,820
b67,a182,805
b67,a183,695
b67,a184,838
b67,a185,926
b67,a186,559
b67,a187,845
b67,b188,841
b67,c189,603
b67,c190,240
b67,c191,61
b67,c192,39
b67,b193,234
b67,a194,132
b67,a195,86
c68,b69,0
c68,b70,0
c68,c71,0
c68,c72,0
c68,c73,0
c68,c74,0
c68,c75,297
c68,c76,274
c68,c77,176
c68,c78,233
c68,c79,235
c68,c80,1216
c68,c81,1692
c68,c82,1144
c68,c83,280
c68,c84,313
c68,c85,363
c68,a86,248
c68,a87,533
c68,a88,184
c68,c89,214
c68,c90,0
c68,a91,13
c68,c92,0
c68,c93,399
c68,a94,1598
c68,c95,274
c68,c96,190
c68,c97,282
c68,c98,275
c68,c99,404
c68,c100,230
c68,c101,345
c68,c102,308
c68,c103,612
c68,c104,741
c68,c105,279
c68,c106,177
c68,c107,102
c68,c108,309
c68,c109,327
c68,c110,316
c68,a111,256
c68,a112,231
c68,a113,17
c68,a114,1311
c68,a115,660
c68,a116,15
c68,b117,509
c68,b118,0
c68,b119,2039
c68,b120,1554
c68,b121,1058
c68,b122,0
c68,a123,158
c68,a124,410
c68,a125,57
c68,a126,223
c68,a127,58
c68,a128,1411
c68,b129,1188
c68,b130,1518
c68,a131,22
c68,a132,16
c68,a133,19
c68,c134,257
c68,c135,277
c68,c136,38
c68,c137,331
c68,c138,31
c68,c139,374
c68,a140,19
c68,a141,38
c68,a142,11
c68,a143,15
c68,a144,17
c68,a145,11
c68,a146,25
c68,a147,137
c68,a148,1736
c68,a149,780
c68,a150,965
c68,a151,16
c68,a152,15
c68,a153,89
c68,a154,110
c68,a155,36
c68,a156,30
c68,a157,306
c68,a158,82
c68,a159,1709
c68,a160,47
c68,a161,2217
c68,a162,1311
c68,a163,1774
c68,a164,206
c68,a165,311
c68,a166,658
c68,a167,97
c68,a168,1525
c68,a169,27
c68,a170,32
c68,a171,36
c68,a172,60
c68,a173,52
c68,a174,54
c68,a175,25
c68,a176,18
c68,a177,23
c68,a178,29
c68,a179,24
c68,a180,34
c68,a181,27
c68,a182,24
c68,a183,21
c68,a184,32
c68,a185,41
c68,a186,21
c68,a187,80
c68,b188,470
c68,c189,360
c68,c190,284
c68,c191,54
c68,c192,32
c68,b193,407
c68,a194,7
c68,a195,3
b69,b70,0
b69,c71,37
b69,c72,11
b69,c73,2
b69,c74,0
b69,c75,381
b69,c76,354
b69,c77,225
b69,c78,308
b69,c79,310
b69,c80,1190
b69,c81,1577
b69,c82,1086
b69,c83,382
b69,c84,478
b69,c85,499
b69,a86,389
b69,a87,503
b69,a88,331
b69,c89,466
b69,c90,32
b69,a91,56
b69,c92,0
b69,c93,536
b69,a94,407
b69,c95,339
b69,c96,236
b69,c97,350
b69,c98,341
b69,c99,511
b69,c100,322
b69,c101,416
b69,c102,428
b69,c103,695
b69,c104,795
b69,c105,496
b69,c106,459
b69,c107,415
b69,c108,504
b69,c109,431
b69,c110,449
b69,a111,302
b69,a112,257
b69,a113,61
b69,a114,1243
b69,a115,641
b69,a116,64
b69,b117,242
b69,b118,0
b69,b119,1718
b69,b120,1365
b69,b121,806
b69,b122,0
b69,a123,302
b69,a124,467
b69,a125,211
b69,a126,360
b69,a127,206
b69,a128,898
b69,b129,108
b69,b130,427
b69,a131,101
b69,a132,76
b69,a133,94
b69,c134,507
b69,c135,510
b69,c136,329
b69,c137,518
b69,c138,355
b69,c139,452
b69,a140,95
b69,a141,163
b69,a142,55
b69,a143,78
b69,a144,79
b69,a145,54
b69,a146,98
b69,a147,231
b69,a148,1638
b69,a149,182
b69,a150,476
b69,a151,88
b69,a152,86
b69,a153,243
b69,a154,261
b69,a155,151
b69,a156,128
b69,a157,431
b69,a158,192
b69,a159,1679
b69,a160,181
b69,a161,2049
b69,a162,1063
b69,a163,1315
b69,a164,337
b69,a165,351
b69,a166,667
b69,a167,257
b69,a168,969
b69,a169,143
b69,a170,153
b69,a171,174
b69,a172,218
b69,a173,210
b69,a174,214
b69,a175,130
b69,a176,98
b69,a177,113
b69,a178,139
b69,a179,128
b69,a180,168
b69,a181,129
b69,a182,120
b69,a183,104
b69,a184,140
b69,a185,179
b69,a186,96
b69,a187,214
b69,b188,477
b69,c189,535
b69,c190,311
b69,c191,74
b69,c192,46
b69,b193,386
b69,a194,25
b69,a195,14
b70,c71,0
b70,c72,0
b70,c73,159
b70,c74,777
b70,c75,100
b70,c76,78
b70,c77,43
b70,c78,57
b70,c79,57
b70,c80,658
b70,c81,997
b70,c82,955
b70,c83,70
b70,c84,129
b70,c85,127
b70,a86,250
b70,a87,294
b70,a88,185
b70,c89,109
b70,c90,0
b70,a91,4
b70,c92,1570
b70,c93,1005
b70,a94,1086
b70,c95,92
b70,c96,51
b70,c97,96
b70,c98,92
b70,c99,136
b70,c100,53
b70,c101,118
b70,c102,82
b70,c103,281
b70,c104,341
b70,c105,136
b70,c106,92
b70,c107,67
b70,c108,152
b70,c109,152
b70,c110,143
b70,a111,129
b70,a112,111
b70,a113,6
b70,a114,655
b70,a115,326
b70,a116,5
b70,b117,1496
b70,b118,1707
b70,b119,2241
b70,b120,1394
b70,b121,1356
b70,b122,961
b70,a123,150
b70,a124,400
b70,a125,44
b70,a126,221
b70,a127,48
b70,a128,943
b70,b129,1445
b70,b130,2537
b70,a131,17
b70,a132,12
b70,a133,14
b70,c134,48
b70,c135,124
b70,c136,14
b70,c137,132
b70,c138,0
b70,c139,0
b70,a140,9
b70,a141,21
b70,a142,5
b70,a143,7
b70,a144,7
b70,a145,4
b70,a146,11
b70,a147,74
b70,a148,1074
b70,a149,595
b70,a150,832
b70,a151,11
b70,a152,10
b70,a153,74
b70,a154,96
b70,a155,28
b70,a156,24
b70,a157,228
b70,a158,44
b70,a159,1242
b70,a160,25
b70,a161,1689
b70,a162,1335
b70,a163,1977
b70,a164,192
b70,a165,308
b70,a166,622
b70,a167,72
b70,a168,1662
b70,a169,16
b70,a170,18
b70,a171,26
b70,a172,47
b70,a173,40
b70,a174,36
b70,a175,17
b70,a176,13
b70,a177,16
b70,a178,21
b70,a179,16
b70,a180,22
b70,a181,20
b70,a182,17
b70,a183,16
b70,a184,24
b70,a185,30
b70,a186,17
b70,a187,77
b70,b188,172
b70,c189,78
b70,c190,118
b70,c191,11
b70,c192,6
b70,b193,184
b70,a194,2
b70,a195,1
c71,c72,0
c71,c73,232
c71,c74,843
c71,c75,329
c71,c76,257
c71,c77,143
c71,c78,187
c71,c79,188
c71,c80,645
c71,c81,897
c71,c82,946
c71,c83,224
c71,c84,392
c71,c85,328
c71,a86,282
c71,a87,328
c71,a88,214
c71,c89,287
c71,c90,0
c71,a91,6
c71,c92,1736
c71,c93,1095
c71,a94,2075
c71,c95,303
c71,c96,167
c71,c97,319
c71,c98,304
c71,c99,239
c71,c100,154
c71,c101,194
c71,c102,253
c71,c103,398
c71,c104,399
c71,c105,160
c71,c106,120
c71,c107,13
c71,c108,185
c71,c109,398
c71,c110,386
c71,a111,93
c71,a112,81
c71,a113,7
c71,a114,470
c71,a115,229
c71,a116,7
c71,b117,1376
c71,b118,1877
c71,b119,1880
c71,b120,1152
c71,b121,1107
c71,b122,1545
c71,a123,166
c71,a124,399
c71,a125,63
c71,a126,238
c71,a127,69
c71,a128,1164
c71,b129,2060
c71,b130,2290
c71,a131,27
c71,a132,19
c71,a133,21
c71,c134,17
c71,c135,83
c71,c136,0
c71,c137,149
c71,c138,0
c71,c139,0
c71,a140,11
c71,a141,23
c71,a142,6
c71,a143,9
c71,a144,9
c71,a145,6
c71,a146,12
c71,a147,57
c71,a148,738
c71,a149,1102
c71,a150,1085
c71,a151,14
c71,a152,12
c71,a153,88
c71,a154,100
c71,a155,44
c71,a156,39
c71,a157,170
c71,a158,37
c71,a159,806
c71,a160,27
c71,a161,1111
c71,a162,961
c71,a163,1484
c71,a164,151
c71,a165,262
c71,a166,440
c71,a167,63
c71,a168,1283
c71,a169,19
c71,a170,21
c71,a171,34
c71,a172,56
c71,a173,46
c71,a174,40
c71,a175,22
c71,a176,17
c71,a177,23
c71,a178,30
c71,a179,20
c71,a180,26
c71,a181,31
c71,a182,25
c71,a183,26
c71,a184,37
c71,a185,43
c71,a186,31
c71,a187,109
c71,b188,142
c71,c189,50
c71,c190,428
c71,c191,35
c71,c192,20
c71,b193,139
c71,a194,3
c71,a195,1
c72,c73,0
c72,c74,0
c72,c75,935
c72,c76,853
c72,c77,549
c72,c78,705
c72,c79,708
c72,c80,1235
c72,c81,1455
c72,c82,1302
c72,c83,820
c72,c84,903
c72,c85,970
c72,a86,241
c72,a87,544
c72,a88,182
c72,c89,445
c72,c90,0
c72,a91,17
c72,c92,3
c72,c93,495
c72,a94,1764
c72,c95,889
c72,c96,611
c72,c97,908
c72,c98,891
c72,c99,821
c72,c100,642
c72,c101,663
c72,c102,891
c72,c103,1028
c72,c104,986
c72,c105,717
c72,c106,432
c72,c107,220
c72,c108,790
c72,c109,934
c72,c110,896
c72,a111,164
c72,a112,146
c72,a113,20
c72,a114,783
c72,a115,395
c72,a116,18
c72,b117,981
c72,b118,73
c72,b119,1742
c72,b120,1389
c72,b121,1164
c72,b122,57
c72,a123,145
c72,a124,318
c72,a125,66
c72,a126,196
c72,a127,67
c72,a128,1256
c72,b129,1461
c72,b130,1719
c72,a131,27
c72,a132,19
c72,a133,22
c72,c134,537
c72,c135,664
c72,c136,64
c72,c137,792
c72,c138,42
c72,c139,634
c72,a140,24
c72,a141,48
c72,a142,14
c72,a143,20
c72,a144,22
c72,a145,14
c72,a146,30
c72,a147,104
c72,a148,1090
c72,a149,927
c72,a150,894
c72,a151,21
c72,a152,20
c72,a153,96
c72,a154,116
c72,a155,42
c72,a156,36
c72,a157,245
c72,a158,74
c72,a159,1056
c72,a160,55
c72,a161,1434
c72,a162,1038
c72,a163,1499
c72,a164,182
c72,a165,269
c72,a166,491
c72,a167,101
c72,a168,1168
c72,a169,36
c72,a170,41
c72,a171,47
c72,a172,70
c72,a173,65
c72,a174,69
c72,a175,33
c72,a176,24
c72,a177,27
c72,a178,35
c72,a179,31
c72,a180,44
c72,a181,32
c72,a182,28
c72,a183,25
c72,a184,38
c72,a185,48
c72,a186,27
c72,a187,95
c72,b188,645
c72,c189,763
c72,c190,877
c72,c191,158
c72,c192,95
c72,b193,249
c72,a194,8
c72,a195,4
c73,c74,0
c73,c75,1255
c73,c76,2059
c73,c77,2537
c73,c78,2608
c73,c79,2602
c73,c80,1548
c73,c81,1102
c73,c82,1073
c73,c83,2439
c73,c84,294
c73,c85,1689
c73,a86,167
c73,a87,338
c73,a88,125
c73,c89,0
c73,c90,2
c73,a91,7
c73,c92,0
c73,c93,66
c73,a94,334
c73,c95,1813
c73,c96,2611
c73,c97,1655
c73,c98,1792
c73,c99,2376
c73,c100,2465
c73,c101,2154
c73,c102,2265
c73,c103,2184
c73,c104,1938
c73,c105,2394
c73,c106,469
c73,c107,1471
c73,c108,2437
c73,c109,2512
c73,c110,1614
c73,a111,46
c73,a112,44
c73,a113,9
c73,a114,153
c73,a115,90
c73,a116,8
c73,b117,605
c73,b118,14
c73,b119,407
c73,b120,691
c73,b121,769
c73,b122,13
c73,a123,57
c73,a124,92
c73,a125,26
c73,a126,88
c73,a127,28
c73,a128,281
c73,b129,313
c73,b130,319
c73,a131,13
c73,a132,9
c73,a133,9
c73,c134,2239
c73,c135,2382
c73,c136,1595
c73,c137,2256
c73,c138,1305
c73,c139,1831
c73,a140,10
c73,a141,27
c73,a142,7
c73,a143,10
c73,a144,12
c73,a145,7
c73,a146,16
c73,a147,40
c73,a148,238
c73,a149,338
c73,a150,245
c73,a151,11
c73,a152,9
c73,a153,40
c73,a154,62
c73,a155,21
c73,a156,17
c73,a157,104
c73,a158,32
c73,a159,213
c73,a160,24
c73,a161,286
c73,a162,296
c73,a163,370
c73,a164,76
c73,a165,103
c73,a166,158
c73,a167,51
c73,a168,270
c73,a169,15
c73,a170,21
c73,a171,24
c73,a172,38
c73,a173,33
c73,a174,29
c73,a175,18
c73,a176,13
c73,a177,13
c73,a178,17
c73,a179,14
c73,a180,20
c73,a181,11
c73,a182,11
c73,a183,9
c73,a184,18
c73,a185,19
c73,a186,12
c73,a187,72
c73,b188,759
c73,c189,2026
c73,c190,2159
c73,c191,890
c73,c192,495
c73,b193,51
c73,a194,3
c73,a195,2
c74,c75,997
c74,c76,1286
c74,c77,1491
c74,c78,1550
c74,c79,1547
c74,c80,1294
c74,c81,1225
c74,c82,385
c74,c83,1422
c74,c84,119
c74,c85,692
c74,a86,167
c74,a87,398
c74,a88,122
c74,c89,663
c74,c90,829
c74,a91,10
c74,c92,0
c74,c93,0
c74,a94,1203
c74,c95,1293
c74,c96,1537
c74,c97,1228
c74,c98,1284
c74,c99,1485
c74,c100,1526
c74,c101,1484
c74,c102,1229
c74,c103,1134
c74,c104,1378
c74,c105,1373
c74,c106,1512
c74,c107,1527
c74,c108,1272
c74,c109,1180
c74,c110,1490
c74,a111,147
c74,a112,139
c74,a113,12
c74,a114,737
c74,a115,413
c74,a116,11
c74,b117,451
c74,b118,0
c74,b119,648
c74,b120,973
c74,b121,860
c74,b122,0
c74,a123,83
c74,a124,217
c74,a125,33
c74,a126,122
c74,a127,32
c74,a128,855
c74,b129,753
c74,b130,893
c74,a131,14
c74,a132,10
c74,a133,11
c74,c134,1352
c74,c135,1341
c74,c136,1439
c74,c137,1184
c74,c138,1339
c74,c139,1197
c74,a140,14
c74,a141,32
c74,a142,8
c74,a143,12
c74,a144,14
c74,a145,9
c74,a146,20
c74,a147,85
c74,a148,959
c74,a149,626
c74,a150,649
c74,a151,13
c74,a152,12
c74,a153,56
c74,a154,80
c74,a155,22
c74,a156,18
c74,a157,199
c74,a158,55
c74,a159,914
c74,a160,33
c74,a161,1192
c74,a162,774
c74,a163,1032
c74,a164,136
c74,a165,198
c74,a166,393
c74,a167,72
c74,a168,862
c74,a169,20
c74,a170,26
c74,a171,29
c74,a172,45
c74,a173,41
c74,a174,39
c74,a175,21
c74,a176,15
c74,a177,16
c74,a178,20
c74,a179,18
c74,a180,26
c74,a181,14
c74,a182,14
c74,a183,11
c74,a184,20
c74,a185,24
c74,a186,12
c74,a187,61
c74,b188,595
c74,c189,1139
c74,c190,1456
c74,c191,534
c74,c192,324
c74,b193,286
c74,a194,5
c74,a195,2
c75,c76,0
c75,c77,295
c75,c78,663
c75,c79,8
c75,c80,1488
c75,c81,918
c75,c82,1396
c75,c83,1343
c75,c84,208
c75,c85,1973
c75,a86,31
c75,a87,73
c75,a88,23
c75,c89,1660
c75,c90,2402
c75,a91,1
c75,c92,260
c75,c93,1795
c75,a94,8
c75,c95,0
c75,c96,0
c75,c97,0
c75,c98,0
c75,c99,2704
c75,c100,2882
c75,c101,2640
c75,c102,1523
c75,c103,2510
c75,c104,2011
c75,c105,1973
c75,c106,2921
c75,c107,2437
c75,c108,1559
c75,c109,2103
c75,c110,2765
c75,a111,7
c75,a112,9
c75,a113,1
c75,a114,6
c75,a115,14
c75,a116,1
c75,b117,509
c75,b118,255
c75,b119,150
c75,b120,361
c75,b121,464
c75,b122,313
c75,a123,7
c75,a124,8
c75,a125,2
c75,a126,13
c75,a127,3
c75,a128,24
c75,b129,34
c75,b130,14
c75,a131,1
c75,a132,1
c75,a133,0
c75,c134,1362
c75,c135,1548
c75,c136,1724
c75,c137,1204
c75,c138,1136
c75,c139,864
c75,a140,0
c75,a141,3
c75,a142,0
c75,a143,1
c75,a144,1
c75,a145,1
c75,a146,3
c75,a147,6
c75,a148,23
c75,a149,70
c75,a150,27
c75,a151,1
c75,a152,0
c75,a153,3
c75,a154,8
c75,a155,2
c75,a156,2
c75,a157,17
c75,a158,5
c75,a159,9
c75,a160,2
c75,a161,11
c75,a162,42
c75,a163,47
c75,a164,9
c75,a165,13
c75,a166,19
c75,a167,6
c75,a168,19
c75,a169,1
c75,a170,2
c75,a171,2
c75,a172,4
c75,a173,3
c75,a174,2
c75,a175,2
c75,a176,1
c75,a177,1
c75,a178,1
c75,a179,1
c75,a180,1
c75,a181,0
c75,a182,0
c75,a183,0
c75,a184,2
c75,a185,1
c75,a186,1
c75,a187,13
c75,b188,204
c75,c189,951
c75,c190,2852
c75,c191,2387
c75,c192,1340
c75,b193,5
c75,a194,0
c75,a195,0
c76,c77,1
c76,c78,0
c76,c79,0
c76,c80,1576
c76,c81,1015
c76,c82,760
c76,c83,3
c76,c84,26
c76,c85,360
c76,a86,24
c76,a87,55
c76,a88,18
c76,c89,2901
c76,c90,2321
c76,a91,1
c76,c92,261
c76,c93,1327
c76,a94,7
c76,c95,2
c76,c96,0
c76,c97,63
c76,c98,0
c76,c99,1825
c76,c100,1029
c76,c101,1882
c76,c102,34
c76,c103,1670
c76,c104,2065
c76,c105,1345
c76,c106,2413
c76,c107,1835
c76,c108,1071
c76,c109,1413
c76,c110,2090
c76,a111,12
c76,a112,16
c76,a113,2
c76,a114,11
c76,a115,24
c76,a116,2
c76,b117,607
c76,b118,276
c76,b119,167
c76,b120,440
c76,b121,565
c76,b122,294
c76,a123,5
c76,a124,7
c76,a125,2
c76,a126,10
c76,a127,2
c76,a128,19
c76,b129,32
c76,b130,15
c76,a131,1
c76,a132,0
c76,a133,0
c76,c134,949
c76,c135,1067
c76,c136,1270
c76,c137,825
c76,c138,836
c76,c139,602
c76,a140,1
c76,a141,4
c76,a142,1
c76,a143,1
c76,a144,2
c76,a145,1
c76,a146,4
c76,a147,10
c76,a148,34
c76,a149,63
c76,a150,23
c76,a151,1
c76,a152,1
c76,a153,3
c76,a154,7
c76,a155,2
c76,a156,1
c76,a157,21
c76,a158,8
c76,a159,13
c76,a160,3
c76,a161,15
c76,a162,45
c76,a163,58
c76,a164,9
c76,a165,12
c76,a166,20
c76,a167,8
c76,a168,18
c76,a169,1
c76,a170,2
c76,a171,2
c76,a172,4
c76,a173,3
c76,a174,3
c76,a175,2
c76,a176,1
c76,a177,1
c76,a178,1
c76,a179,1
c76,a180,1
c76,a181,0
c76,a182,0
c76,a183,0
c76,a184,1
c76,a185,1
c76,a186,1
c76,a187,10
c76,b188,151
c76,c189,648
c76,c190,2832
c76,c191,2858
c76,c192,1928
c76,b193,9
c76,a194,1
c76,a195,0
c77,c78,0
c77,c79,0
c77,c80,1525
c77,c81,921
c77,c82,1620
c77,c83,845
c77,c84,1254
c77,c85,2077
c77,a86,13
c77,a87,29
c77,a88,10063
c77,c89,2576
c77,c90,1553
c77,a91,1
c77,c92,238
c77,c93,1916
c77,a94,4
c77,c95,1033
c77,c96,0
c77,c97,1663
c77,c98,247
c77,c99,2585
c77,c100,1833
c77,c101,2560
c77,c102,1297
c77,c103,2455
c77,c104,2093
c77,c105,745
c77,c106,1461
c77,c107,1040
c77,c108,575
c77,c109,810
c77,c110,1235
c77,a111,8
c77,a112,11
c77,a113,2
c77,a114,7
c77,a115,17
c77,a116,1
c77,b117,438
c77,b118,214
c77,b119,147
c77,b120,313
c77,b121,401
c77,b122,188
c77,a123,3
c77,a124,4
c77,a125,1
c77,a126,6
c77,a127,8552
c77,a128,10
c77,b129,19
c77,b130,9
c77,a131,0
c77,a132,0
c77,a133,0
c77,c134,508
c77,c135,574
c77,c136,701
c77,c137,438
c77,c138,457
c77,c139,320
c77,a140,1
c77,a141,3
c77,a142,0
c77,a143,1
c77,a144,1
c77,a145,1
c77,a146,3
c77,a147,7
c77,a148,23
c77,a149,9792
c77,a150,13
c77,a151,0
c77,a152,0
c77,a153,2
c77,a154,4
c77,a155,1
c77,a156,1
c77,a157,14
c77,a158,5
c77,a159,8
c77,a160,6008
c77,a161,10
c77,a162,29
c77,a163,9506
c77,a164,6
c77,a165,8
c77,a166,13
c77,a167,5
c77,a168,12
c77,a169,1
c77,a170,1
c77,a171,1
c77,a172,2
c77,a173,2
c77,a174,2
c77,a175,1
c77,a176,8647
c77,a177,0
c77,a178,1
c77,a179,0
c77,a180,1
c77,a181,0
c77,a182,0
c77,a183,11444
c77,a184,7370
c77,a185,0
c77,a186,0
c77,a187,5
c77,b188,80
c77,c189,343
c77,c190,2103
c77,c191,2947
c77,c192,2318
c77,b193,6
c77,a194,1
c77,a195,0
c78,c79,0
c78,c80,1592
c78,c81,1019
c78,c82,865
c78,c83,9
c78,c84,53
c78,c85,475
c78,a86,18
c78,a87,40
c78,a88,13
c78,c89,2657
c78,c90,1763
c78,a91,1
c78,c92,266
c78,c93,1422
c78,a94,5
c78,c95,1613
c78,c96,0
c78,c97,2172
c78,c98,659
c78,c99,1875
c78,c100,607
c78,c101,1907
c78,c102,63
c78,c103,1759
c78,c104,2095
c78,c105,813
c78,c106,1635
c78,c107,1197
c78,c108,662
c78,c109,808
c78,c110,1305
c78,a111,10
c78,a112,15
c78,a113,1
c78,a114,10
c78,a115,23
c78,a116,1
c78,b117,592
c78,b118,271
c78,b119,167
c78,b120,428
c78,b121,550
c78,b122,259
c78,a123,4
c78,a124,5
c78,a125,1
c78,a126,8
c78,a127,1
c78,a128,14
c78,b129,28
c78,b130,13
c78,a131,1
c78,a132,0
c78,a133,0
c78,c134,602
c78,c135,663
c78,c136,839
c78,c137,517
c78,c138,578
c78,c139,394
c78,a140,0
c78,a141,3
c78,a142,1
c78,a143,1
c78,a144,2
c78,a145,1
c78,a146,3
c78,a147,9
c78,a148,32
c78,a149,53
c78,a150,19
c78,a151,1
c78,a152,0
c78,a153,2
c78,a154,6
c78,a155,1
c78,a156,1
c78,a157,19
c78,a158,6
c78,a159,11
c78,a160,2
c78,a161,14
c78,a162,43
c78,a163,55
c78,a164,8
c78,a165,10
c78,a166,18
c78,a167,6
c78,a168,17
c78,a169,0
c78,a170,2
c78,a171,2
c78,a172,3
c78,a173,3
c78,a174,2
c78,a175,1
c78,a176,1
c78,a177,0
c78,a178,1
c78,a179,0
c78,a180,1
c78,a181,0
